anger,disgust,fear,joy,sadness,surprise,time,system,video,video_emotion,video_gender
0.000032,0.627116,0.000085,0.000013,0.002182,0.002385,51,affectiva,disgust_F,disgust,F
0.00003,0.075987,0.000083,0.000013,0.002069,0.00256,52,affectiva,disgust_F,disgust,F
0.000029,0.011446,0.000082,0.000014,0.001916,0.002736,53,affectiva,disgust_F,disgust,F
0.000024,0.00566,0.000091,0.000015,0.002091,0.003184,54,affectiva,disgust_F,disgust,F
0.000017,0.004724,0.000107,0.000015,0.001938,0.004055,55,affectiva,disgust_F,disgust,F
0.000012,0.004488,0.000124,0.000016,0.002348,0.005005,56,affectiva,disgust_F,disgust,F
0.00001,0.004397,0.00013,0.000016,0.002465,0.005276,57,affectiva,disgust_F,disgust,F
0.000009,0.004349,0.000139,0.000016,0.003048,0.005682,58,affectiva,disgust_F,disgust,F
0.000008,0.004307,0.000146,0.000016,0.003466,0.005981,59,affectiva,disgust_F,disgust,F
0.000008,0.004275,0.000154,0.000016,0.004142,0.006348,60,affectiva,disgust_F,disgust,F
0.000008,0.004202,0.000157,0.000016,0.004394,0.006634,61,affectiva,disgust_F,disgust,F
0.000007,0.004141,0.00016,0.000017,0.004478,0.006774,62,affectiva,disgust_F,disgust,F
0.000008,0.004094,0.00016,0.000016,0.0044,0.006713,63,affectiva,disgust_F,disgust,F
0.000008,0.004066,0.000154,0.000016,0.003757,0.006361,64,affectiva,disgust_F,disgust,F
0.000009,0.004079,0.000145,0.000017,0.002982,0.00598,65,affectiva,disgust_F,disgust,F
0.000012,0.004072,0.000134,0.000017,0.002178,0.005509,66,affectiva,disgust_F,disgust,F
0.000018,0.004029,0.000118,0.000017,0.001312,0.004704,67,affectiva,disgust_F,disgust,F
0.000027,0.004075,0.000104,0.000016,0.0008,0.003963,68,affectiva,disgust_F,disgust,F
0.000034,0.004195,0.000096,0.000016,0.000573,0.00352,69,affectiva,disgust_F,disgust,F
0.000042,0.004298,0.000092,0.000016,0.000458,0.003198,70,affectiva,disgust_F,disgust,F
0.000059,0.00449,0.000084,0.000016,0.00032,0.002835,71,affectiva,disgust_F,disgust,F
0.000076,0.004827,0.00008,0.000016,0.000267,0.002612,72,affectiva,disgust_F,disgust,F
0.000088,0.005148,0.000081,0.000015,0.000239,0.002413,73,affectiva,disgust_F,disgust,F
0.000105,0.005554,0.000081,0.000015,0.000181,0.00224,74,affectiva,disgust_F,disgust,F
0.000115,0.006056,0.000085,0.000015,0.000167,0.002143,75,affectiva,disgust_F,disgust,F
0.000111,0.006571,0.000094,0.000015,0.000163,0.002139,76,affectiva,disgust_F,disgust,F
0.000116,0.006336,0.0001,0.000015,0.000168,0.002156,77,affectiva,disgust_F,disgust,F
0.000123,0.005938,0.000106,0.000015,0.000187,0.002132,78,affectiva,disgust_F,disgust,F
0.000141,0.005911,0.000113,0.000014,0.000222,0.002069,79,affectiva,disgust_F,disgust,F
0.00015,0.005792,0.00012,0.000013,0.000273,0.002116,80,affectiva,disgust_F,disgust,F
0.000162,0.005524,0.000126,0.000013,0.000323,0.002094,81,affectiva,disgust_F,disgust,F
0.000168,0.00549,0.00013,0.000012,0.000372,0.002111,82,affectiva,disgust_F,disgust,F
0.000189,0.005747,0.000126,0.000012,0.000376,0.002097,83,affectiva,disgust_F,disgust,F
0.000189,0.006028,0.000128,0.000012,0.000457,0.00207,84,affectiva,disgust_F,disgust,F
0.000194,0.006423,0.000125,0.000011,0.000496,0.002063,85,affectiva,disgust_F,disgust,F
0.000214,0.006766,0.000127,0.000011,0.000515,0.002033,86,affectiva,disgust_F,disgust,F
0.000244,0.007242,0.000133,0.00001,0.000694,0.001928,87,affectiva,disgust_F,disgust,F
0.000276,0.007217,0.000144,0.000009,0.000969,0.001842,88,affectiva,disgust_F,disgust,F
0.00031,0.007577,0.000143,0.000009,0.001067,0.001792,89,affectiva,disgust_F,disgust,F
0.000339,0.00811,0.000146,0.000008,0.001204,0.001701,90,affectiva,disgust_F,disgust,F
0.00039,0.008614,0.000146,0.000008,0.001365,0.001597,91,affectiva,disgust_F,disgust,F
0.000395,0.010879,0.000142,0.000008,0.001413,0.001586,92,affectiva,disgust_F,disgust,F
0.000385,0.015464,0.000144,0.000007,0.001726,0.001626,93,affectiva,disgust_F,disgust,F
0.000369,0.041048,0.000149,0.000007,0.002452,0.001674,94,affectiva,disgust_F,disgust,F
0.000388,0.106476,0.000176,0.000006,0.005908,0.001589,95,affectiva,disgust_F,disgust,F
0.000389,0.338849,0.00021,0.000005,0.015462,0.001497,96,affectiva,disgust_F,disgust,F
0.000511,0.697895,0.000266,0.000004,0.036202,0.001234,97,affectiva,disgust_F,disgust,F
0.000658,0.868353,0.000331,0.000003,0.075478,0.001038,98,affectiva,disgust_F,disgust,F
0.000805,0.925976,0.00049,0.000002,0.248318,0.000883,99,affectiva,disgust_F,disgust,F
0.001088,0.943138,0.000676,0.000001,0.475334,0.000716,100,affectiva,disgust_F,disgust,F
0.001584,0.954077,0.000788,0.000001,0.576216,0.000547,101,affectiva,disgust_F,disgust,F
0.002455,0.960112,0.001027,0.000001,0.742169,0.000403,102,affectiva,disgust_F,disgust,F
0.003009,0.963404,0.001182,0,0.815397,0.000345,103,affectiva,disgust_F,disgust,F
0.003098,0.965759,0.001214,0,0.828087,0.000337,104,affectiva,disgust_F,disgust,F
0.004977,0.967616,0.001471,0,0.880848,0.000233,105,affectiva,disgust_F,disgust,F
0.007935,0.969324,0.001805,0,0.922306,0.000161,106,affectiva,disgust_F,disgust,F
0.013613,0.97066,0.002315,0,0.954527,0.000103,107,affectiva,disgust_F,disgust,F
0.020381,0.971712,0.002492,0,0.957324,0.000076,108,affectiva,disgust_F,disgust,F
0.026044,0.972247,0.002632,0,0.958541,0.00006,109,affectiva,disgust_F,disgust,F
0.028094,0.973227,0.002574,0,0.952347,0.000055,110,affectiva,disgust_F,disgust,F
0.029571,0.974458,0.002714,0,0.955893,0.000048,111,affectiva,disgust_F,disgust,F
0.034709,0.975959,0.002623,0,0.941047,0.000035,112,affectiva,disgust_F,disgust,F
0.027808,0.977222,0.002564,0,0.928143,0.000028,113,affectiva,disgust_F,disgust,F
0.020497,0.978738,0.002744,0,0.940031,0.000026,114,affectiva,disgust_F,disgust,F
0.025955,0.980043,0.002591,0,0.924047,0.000023,115,affectiva,disgust_F,disgust,F
0.034163,0.981113,0.002553,0,0.915422,0.00002,116,affectiva,disgust_F,disgust,F
0.046278,0.98211,0.002589,0,0.913523,0.000018,117,affectiva,disgust_F,disgust,F
0.045671,0.983228,0.002633,0,0.919105,0.000019,118,affectiva,disgust_F,disgust,F
0.051575,0.983693,0.002332,0,0.879945,0.000017,119,affectiva,disgust_F,disgust,F
0.048337,0.983283,0.002108,0,0.844836,0.000018,120,affectiva,disgust_F,disgust,F
0.041769,0.982466,0.001973,0,0.823977,0.00002,121,affectiva,disgust_F,disgust,F
0.035275,0.979685,0.001842,0,0.800751,0.000022,122,affectiva,disgust_F,disgust,F
0.031031,0.974807,0.001797,0,0.795466,0.000024,123,affectiva,disgust_F,disgust,F
0.027881,0.962795,0.001771,0,0.798408,0.000026,124,affectiva,disgust_F,disgust,F
0.022839,0.953333,0.001625,0,0.772743,0.000031,125,affectiva,disgust_F,disgust,F
0.019351,0.95416,0.001436,0,0.720543,0.000038,126,affectiva,disgust_F,disgust,F
0.015286,0.952683,0.001247,0,0.650116,0.000046,127,affectiva,disgust_F,disgust,F
0.014317,0.957347,0.001241,0,0.660475,0.000051,128,affectiva,disgust_F,disgust,F
0.011443,0.962438,0.001084,0,0.591553,0.000067,129,affectiva,disgust_F,disgust,F
0.011655,0.967422,0.001117,0,0.62683,0.000075,130,affectiva,disgust_F,disgust,F
0.012382,0.970384,0.00118,0,0.665835,0.000077,131,affectiva,disgust_F,disgust,F
0.012917,0.968048,0.001323,0,0.749459,0.000084,132,affectiva,disgust_F,disgust,F
0.012775,0.964327,0.001238,0,0.712132,0.000096,133,affectiva,disgust_F,disgust,F
0.012598,0.95736,0.001231,0,0.724691,0.00011,134,affectiva,disgust_F,disgust,F
0.009929,0.943009,0.000973,0,0.60701,0.000148,135,affectiva,disgust_F,disgust,F
0.009924,0.930948,0.000918,0,0.590975,0.000171,136,affectiva,disgust_F,disgust,F
0.008406,0.913044,0.00077,0,0.527453,0.000225,137,affectiva,disgust_F,disgust,F
0.007423,0.911532,0.000636,0,0.447345,0.000297,138,affectiva,disgust_F,disgust,F
0.007231,0.921803,0.000515,0,0.357924,0.000361,139,affectiva,disgust_F,disgust,F
0.00491,0.929837,0.0004,0.000001,0.292456,0.000409,140,affectiva,disgust_F,disgust,F
0.003453,0.93296,0.000333,0.000001,0.238195,0.00043,141,affectiva,disgust_F,disgust,F
0.003174,0.933296,0.000344,0.000001,0.261516,0.000366,142,affectiva,disgust_F,disgust,F
0.00177,0.937793,0.00024,0.000001,0.122842,0.000487,143,affectiva,disgust_F,disgust,F
0.000797,0.92976,0.000168,0.000002,0.061822,0.000781,144,affectiva,disgust_F,disgust,F
0.000439,0.908141,0.000129,0.000003,0.031437,0.001079,145,affectiva,disgust_F,disgust,F
0.000387,0.864144,0.000127,0.000003,0.033203,0.001147,146,affectiva,disgust_F,disgust,F
0.000336,0.808371,0.00012,0.000003,0.027777,0.00124,147,affectiva,disgust_F,disgust,F
0.000423,0.792348,0.000142,0.000002,0.042942,0.001055,148,affectiva,disgust_F,disgust,F
0.000482,0.811645,0.000149,0.000002,0.042826,0.000913,149,affectiva,disgust_F,disgust,F
0.000526,0.853417,0.000161,0.000002,0.047684,0.000835,150,affectiva,disgust_F,disgust,F
0.000524,0.899804,0.000178,0.000002,0.053063,0.000778,151,affectiva,disgust_F,disgust,F
0.000486,0.932957,0.000225,0.000002,0.082034,0.000699,152,affectiva,disgust_F,disgust,F
0.00067,0.948473,0.000329,0.000001,0.161992,0.000475,153,affectiva,disgust_F,disgust,F
0.001077,0.951137,0.000482,0.000001,0.316579,0.000315,154,affectiva,disgust_F,disgust,F
0.001197,0.949558,0.000538,0.000001,0.340808,0.000283,155,affectiva,disgust_F,disgust,F
0.001423,0.944734,0.000713,0,0.500063,0.000231,156,affectiva,disgust_F,disgust,F
0.002152,0.945049,0.000921,0,0.615383,0.000159,157,affectiva,disgust_F,disgust,F
0.003216,0.954316,0.001314,0,0.783134,0.000111,158,affectiva,disgust_F,disgust,F
0.003353,0.962983,0.001639,0,0.862606,0.000096,159,affectiva,disgust_F,disgust,F
0.004142,0.969064,0.002041,0,0.910395,0.000077,160,affectiva,disgust_F,disgust,F
0.004662,0.971845,0.00226,0,0.927097,0.000066,161,affectiva,disgust_F,disgust,F
0.003897,0.97299,0.002314,0,0.942288,0.000068,162,affectiva,disgust_F,disgust,F
0.003023,0.969836,0.001901,0,0.93162,0.00007,163,affectiva,disgust_F,disgust,F
0.001998,0.965061,0.001479,0,0.9123,0.000083,164,affectiva,disgust_F,disgust,F
0.001812,0.960608,0.001247,0.000001,0.896178,0.000083,165,affectiva,disgust_F,disgust,F
0.001903,0.964173,0.001023,0.000001,0.824108,0.000109,166,affectiva,disgust_F,disgust,F
0.00321,0.979169,0.001249,0.000001,0.771692,0.000161,167,affectiva,disgust_F,disgust,F
0.006796,0.988395,0.00174,0,0.761712,0.000221,168,affectiva,disgust_F,disgust,F
0.011262,0.992051,0.002102,0,0.747213,0.000265,169,affectiva,disgust_F,disgust,F
0.022127,0.994481,0.002614,0,0.749904,0.000312,170,affectiva,disgust_F,disgust,F
0.036834,0.995941,0.002759,0,0.681866,0.000366,171,affectiva,disgust_F,disgust,F
0.060762,0.996911,0.002784,0,0.585649,0.000398,172,affectiva,disgust_F,disgust,F
0.086684,0.997574,0.002885,0,0.536851,0.000411,173,affectiva,disgust_F,disgust,F
0.115045,0.998113,0.00332,0,0.588726,0.000399,174,affectiva,disgust_F,disgust,F
0.132778,0.99829,0.003246,0,0.534692,0.000397,175,affectiva,disgust_F,disgust,F
0.134842,0.99848,0.003195,0,0.513116,0.000408,176,affectiva,disgust_F,disgust,F
0.156679,0.998749,0.003484,0,0.570145,0.000369,177,affectiva,disgust_F,disgust,F
0.173563,0.998857,0.003265,0,0.516063,0.000357,178,affectiva,disgust_F,disgust,F
0.169626,0.998927,0.00349,0,0.583674,0.000364,179,affectiva,disgust_F,disgust,F
0.157476,0.998943,0.003548,0,0.611793,0.000381,180,affectiva,disgust_F,disgust,F
0.155271,0.998982,0.003596,0,0.633025,0.000383,181,affectiva,disgust_F,disgust,F
0.142412,0.999038,0.003618,0,0.650373,0.000393,182,affectiva,disgust_F,disgust,F
0.127596,0.999144,0.003503,0,0.65135,0.000423,183,affectiva,disgust_F,disgust,F
0.127058,0.999227,0.003395,0,0.652448,0.000435,184,affectiva,disgust_F,disgust,F
0.122977,0.999318,0.003438,0,0.679547,0.00045,185,affectiva,disgust_F,disgust,F
0.116703,0.999449,0.003324,0,0.677109,0.000483,186,affectiva,disgust_F,disgust,F
0.108356,0.999516,0.003034,0,0.623318,0.000513,187,affectiva,disgust_F,disgust,F
0.104435,0.999568,0.002889,0,0.591316,0.000539,188,affectiva,disgust_F,disgust,F
0.11455,0.999666,0.002809,0,0.566076,0.000518,189,affectiva,disgust_F,disgust,F
0.128606,0.999723,0.002456,0,0.47418,0.000506,190,affectiva,disgust_F,disgust,F
0.144839,0.999768,0.002455,0,0.5224,0.000485,191,affectiva,disgust_F,disgust,F
0.197296,0.999803,0.001977,0,0.437787,0.000475,192,affectiva,disgust_F,disgust,F
0.268398,0.999805,0.00151,0,0.332192,0.000452,193,affectiva,disgust_F,disgust,F
0.335952,0.999774,0.00109,0,0.269714,0.000471,194,affectiva,disgust_F,disgust,F
0.438862,0.999736,0.000776,0,0.227352,0.000492,195,affectiva,disgust_F,disgust,F
0.516907,0.999683,0.000523,0,0.178424,0.000501,196,affectiva,disgust_F,disgust,F
0.554565,0.999555,0.000337,0,0.132734,0.000584,197,affectiva,disgust_F,disgust,F
0.582229,0.999348,0.000193,0,0.075814,0.000668,198,affectiva,disgust_F,disgust,F
0.594965,0.998959,0.000126,0,0.048708,0.000746,199,affectiva,disgust_F,disgust,F
0.602623,0.99792,0.000089,0,0.034742,0.000877,200,affectiva,disgust_F,disgust,F
0.598982,0.995045,0.000072,0,0.026162,0.000963,201,affectiva,disgust_F,disgust,F
0.592333,0.991653,0.000062,0,0.023116,0.001032,202,affectiva,disgust_F,disgust,F
0.575389,0.985898,0.000051,0,0.0182,0.001161,203,affectiva,disgust_F,disgust,F
0.536134,0.975139,0.000041,0,0.012642,0.001348,204,affectiva,disgust_F,disgust,F
0.409194,0.964853,0.000033,0.000001,0.008174,0.001737,205,affectiva,disgust_F,disgust,F
0.322757,0.954021,0.00003,0.000001,0.007169,0.002098,206,affectiva,disgust_F,disgust,F
0.188171,0.958487,0.000022,0.000001,0.004029,0.003223,207,affectiva,disgust_F,disgust,F
0.090136,0.946432,0.000015,0.000002,0.001752,0.005468,208,affectiva,disgust_F,disgust,F
0.03577,0.918429,0.00001,0.000004,0.000678,0.010462,209,affectiva,disgust_F,disgust,F
0.023436,0.791538,0.000009,0.000006,0.00047,0.013586,210,affectiva,disgust_F,disgust,F
0.011307,0.421564,0.000006,0.00001,0.000254,0.022294,211,affectiva,disgust_F,disgust,F
0.008475,0.17793,0.000006,0.000013,0.000211,0.026796,212,affectiva,disgust_F,disgust,F
0.004878,0.099192,0.000004,0.000019,0.00013,0.038466,213,affectiva,disgust_F,disgust,F
0.003557,0.061104,0.000004,0.000024,0.000104,0.04691,214,affectiva,disgust_F,disgust,F
0.002544,0.043412,0.000003,0.000031,0.000078,0.058476,215,affectiva,disgust_F,disgust,F
0.00167,0.038427,0.000003,0.000041,0.000062,0.075334,216,affectiva,disgust_F,disgust,F
0.001113,0.036495,0.000002,0.000055,0.000048,0.094323,217,affectiva,disgust_F,disgust,F
0.000852,0.035751,0.000002,0.000062,0.000051,0.105237,218,affectiva,disgust_F,disgust,F
0.000672,0.032282,0.000002,0.000067,0.000056,0.109374,219,affectiva,disgust_F,disgust,F
0.00055,0.030981,0.000002,0.000067,0.000061,0.10559,220,affectiva,disgust_F,disgust,F
0.000424,0.028378,0.000001,0.000068,0.00007,0.104139,221,affectiva,disgust_F,disgust,F
0.000361,0.025254,0.000002,0.000065,0.000075,0.097148,222,affectiva,disgust_F,disgust,F
0.000304,0.02265,0.000002,0.000063,0.00008,0.090542,223,affectiva,disgust_F,disgust,F
0.000246,0.018947,0.000002,0.000053,0.000112,0.073181,224,affectiva,disgust_F,disgust,F
0.000198,0.016458,0.000002,0.000048,0.000124,0.060217,225,affectiva,disgust_F,disgust,F
0.000166,0.014024,0.000002,0.000041,0.000148,0.047511,226,affectiva,disgust_F,disgust,F
0.000134,0.011848,0.000002,0.000033,0.000188,0.034553,227,affectiva,disgust_F,disgust,F
0.000114,0.010281,0.000003,0.000028,0.000209,0.026172,228,affectiva,disgust_F,disgust,F
0.000108,0.00935,0.000003,0.000025,0.000224,0.020569,229,affectiva,disgust_F,disgust,F
0.000104,0.008252,0.000004,0.00002,0.000276,0.014806,230,affectiva,disgust_F,disgust,F
0.000097,0.007073,0.000005,0.000016,0.000379,0.010116,231,affectiva,disgust_F,disgust,F
0.000101,0.006537,0.000006,0.000014,0.000458,0.00742,232,affectiva,disgust_F,disgust,F
0.000115,0.00615,0.000008,0.000011,0.000556,0.005295,233,affectiva,disgust_F,disgust,F
0.00014,0.005704,0.000011,0.000008,0.000804,0.003366,234,affectiva,disgust_F,disgust,F
0.00018,0.005365,0.000017,0.000006,0.001226,0.002051,235,affectiva,disgust_F,disgust,F
0.00022,0.005217,0.000022,0.000005,0.001533,0.001479,236,affectiva,disgust_F,disgust,F
0.000194,0.005088,0.000026,0.000005,0.001402,0.00136,237,affectiva,disgust_F,disgust,F
0.000272,0.004959,0.000036,0.000004,0.002003,0.000908,238,affectiva,disgust_F,disgust,F
0.000384,0.004858,0.000049,0.000003,0.002684,0.000633,239,affectiva,disgust_F,disgust,F
0.000523,0.004828,0.000064,0.000002,0.003437,0.000466,240,affectiva,disgust_F,disgust,F
0.000847,0.004815,0.000084,0.000002,0.004996,0.00032,241,affectiva,disgust_F,disgust,F
0.001311,0.004821,0.000111,0.000001,0.007044,0.000223,242,affectiva,disgust_F,disgust,F
0.002068,0.004826,0.000149,0.000001,0.010057,0.000154,243,affectiva,disgust_F,disgust,F
0.00227,0.004836,0.000175,0.000001,0.010957,0.000131,244,affectiva,disgust_F,disgust,F
0.002372,0.004816,0.000194,0.000001,0.011152,0.000119,245,affectiva,disgust_F,disgust,F
0.002797,0.004635,0.000224,0.000001,0.013212,0.0001,246,affectiva,disgust_F,disgust,F
0.004351,0.004497,0.000273,0,0.017291,0.000074,247,affectiva,disgust_F,disgust,F
0.010589,0.004447,0.000386,0,0.0343,0.000041,248,affectiva,disgust_F,disgust,F
0.020788,0.00426,0.00072,0,0.108104,0.000013,1,affectiva,disgust_M,disgust,M
0.019508,0.004261,0.000699,0,0.101898,0.000014,2,affectiva,disgust_M,disgust,M
0.016023,0.00426,0.000651,0,0.087965,0.000016,3,affectiva,disgust_M,disgust,M
0.01889,0.00426,0.000693,0,0.100172,0.000014,4,affectiva,disgust_M,disgust,M
0.025857,0.004261,0.000783,0,0.127788,0.000011,5,affectiva,disgust_M,disgust,M
0.029603,0.004261,0.000825,0,0.141535,0.00001,6,affectiva,disgust_M,disgust,M
0.028482,0.004261,0.000808,0,0.135837,0.000011,7,affectiva,disgust_M,disgust,M
0.024493,0.004262,0.000762,0,0.12112,0.000012,8,affectiva,disgust_M,disgust,M
0.023022,0.004262,0.000744,0,0.115295,0.000013,9,affectiva,disgust_M,disgust,M
0.02658,0.004263,0.000787,0,0.128915,0.000011,10,affectiva,disgust_M,disgust,M
0.028672,0.004263,0.000813,0,0.137431,0.000011,11,affectiva,disgust_M,disgust,M
0.03177,0.004264,0.000848,0,0.14915,0.00001,12,affectiva,disgust_M,disgust,M
0.033694,0.004264,0.000867,0,0.155494,0.00001,13,affectiva,disgust_M,disgust,M
0.037009,0.004265,0.000897,0,0.165803,0.000009,14,affectiva,disgust_M,disgust,M
0.041403,0.004265,0.000936,0,0.179531,0.000008,15,affectiva,disgust_M,disgust,M
0.04706,0.004265,0.000981,0,0.195475,0.000008,16,affectiva,disgust_M,disgust,M
0.050122,0.004266,0.000999,0,0.202254,0.000007,17,affectiva,disgust_M,disgust,M
0.049649,0.004265,0.001,0,0.202588,0.000007,18,affectiva,disgust_M,disgust,M
0.050015,0.004265,0.001002,0,0.203265,0.000007,19,affectiva,disgust_M,disgust,M
0.055566,0.004265,0.001046,0,0.219472,0.000007,20,affectiva,disgust_M,disgust,M
0.060201,0.004265,0.001078,0,0.231191,0.000006,21,affectiva,disgust_M,disgust,M
0.063935,0.004266,0.001101,0,0.239763,0.000006,22,affectiva,disgust_M,disgust,M
0.065876,0.004266,0.001113,0,0.244427,0.000006,23,affectiva,disgust_M,disgust,M
0.067317,0.004266,0.001118,0,0.246023,0.000006,24,affectiva,disgust_M,disgust,M
0.067908,0.004266,0.001125,0,0.248986,0.000006,25,affectiva,disgust_M,disgust,M
0.068676,0.004266,0.001133,0,0.25196,0.000006,26,affectiva,disgust_M,disgust,M
0.069215,0.004267,0.001142,0,0.255426,0.000006,27,affectiva,disgust_M,disgust,M
0.068439,0.004267,0.001143,0,0.2555,0.000006,28,affectiva,disgust_M,disgust,M
0.068846,0.004267,0.001146,0,0.256842,0.000006,29,affectiva,disgust_M,disgust,M
0.069726,0.004268,0.001156,0,0.260671,0.000006,30,affectiva,disgust_M,disgust,M
0.070648,0.004268,0.001163,0,0.263331,0.000006,31,affectiva,disgust_M,disgust,M
0.069744,0.004269,0.001158,0,0.261297,0.000006,32,affectiva,disgust_M,disgust,M
0.067101,0.004269,0.001141,0,0.254903,0.000006,33,affectiva,disgust_M,disgust,M
0.068051,0.004269,0.001148,0,0.257657,0.000006,34,affectiva,disgust_M,disgust,M
0.067352,0.00427,0.001145,0,0.256738,0.000006,35,affectiva,disgust_M,disgust,M
0.066637,0.004271,0.001141,0,0.255102,0.000006,36,affectiva,disgust_M,disgust,M
0.067229,0.004272,0.001145,0,0.256544,0.000006,37,affectiva,disgust_M,disgust,M
0.065722,0.004273,0.001129,0,0.250681,0.000006,38,affectiva,disgust_M,disgust,M
0.064671,0.004274,0.00112,0,0.247147,0.000006,39,affectiva,disgust_M,disgust,M
0.064433,0.004274,0.001117,0,0.245973,0.000006,40,affectiva,disgust_M,disgust,M
0.066201,0.004274,0.001128,0,0.250209,0.000006,41,affectiva,disgust_M,disgust,M
0.066332,0.004272,0.001129,0,0.250486,0.000006,42,affectiva,disgust_M,disgust,M
0.066432,0.004272,0.001128,0,0.249995,0.000006,43,affectiva,disgust_M,disgust,M
0.068676,0.004274,0.001138,0,0.253868,0.000006,44,affectiva,disgust_M,disgust,M
